numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07222;20191201030000;101030;10;3;310;2.100000;280.350000;280.350000;100;320;45;mq;mq;101;9;30;mq;mq;mq;100710;mq;mq;-750;mq;mq;mq;mq;281.550000;mq;mq;3.300000;3.600000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;3.600000;11.500000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20191201030000;101080;-100;6;60;2.500000;280.050000;280.050000;100;520;45;mq;mq;101;9;30;mq;mq;mq;99720;mq;mq;-910;mq;mq;mq;mq;279.950000;mq;mq;3.500000;4.900000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.600000;3.000000;3.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20191201030000;101170;-120;7;90;1.300000;280.050000;279.950000;99;3100;60;mq;mq;mq;mq;mq;mq;mq;mq;99150;mq;mq;-940;mq;mq;mq;mq;279.550000;mq;mq;2.000000;2.000000;-10;mq;0.000000;mq;mq;0.500000;2.100000;5.700000;6.100000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191201030000;101380;-230;6;30;1.200000;277.450000;277.050000;97;4180;63;mq;mq;100;7;800;mq;mq;mq;98600;mq;mq;-880;mq;mq;mq;mq;279.750000;mq;mq;1.700000;2.400000;-10;mq;0.000000;mq;mq;1.400000;3.200000;4.400000;4.400000;4.400000;mq;mq;mq;mq;1;mq;870;6;mq;1080;7;mq;1410;mq;8;mq;
07299;20191201030000;101730;-170;8;20;2.200000;274.850000;273.850000;93;10620;0;mq;mq;100;8;2250;mq;mq;mq;98360;mq;mq;-650;mq;mq;mq;mq;275.750000;mq;mq;4.000000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;2160;6;mq;2760;8;mq;3480;mq;mq;mq;
07314;20191201030000;101040;-60;6;220;3.600000;284.550000;282.250000;86;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;100760;mq;mq;-770;mq;mq;mq;mq;mq;mq;mq;7.400000;7.400000;-10;mq;mq;mq;mq;0.000000;0.000000;3.300000;3.700000;10.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20191201030000;101080;-70;6;200;5.100000;281.550000;281.250000;98;17020;0;mq;mq;100;8;150;mq;mq;mq;99630;mq;mq;-840;mq;mq;mq;mq;278.050000;mq;mq;7.000000;8.700000;-10;1;0.000000;mq;mq;0.000000;0.200000;0.200000;8.700000;11.900000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20191201030000;101200;-90;6;220;4.100000;280.050000;279.950000;99;17930;0;mq;mq;mq;mq;mq;mq;mq;mq;96390;mq;mq;-750;mq;mq;mq;mq;280.050000;mq;mq;6.200000;8.000000;-10;2;0.000000;mq;mq;0.000000;0.200000;2.200000;12.900000;15.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20191201030000;101210;-60;6;180;2.500000;280.850000;280.050000;95;11030;61;mq;mq;100;8;250;mq;mq;mq;97310;mq;mq;-870;mq;mq;mq;mq;280.350000;mq;mq;4.200000;5.000000;-10;2;0.000000;mq;mq;1.000000;6.700000;8.100000;10.900000;10.900000;mq;mq;mq;mq;1;mq;210;5;mq;1200;8;mq;1470;mq;8;mq;
07471;20191201030000;mq;-90;6;230;1.100000;278.250000;277.050000;92;15480;63;mq;mq;100;8;1250;mq;mq;mq;91550;mq;748;-790;mq;mq;mq;mq;277.650000;mq;mq;2.300000;3.800000;-10;2;0.000000;mq;mq;1.400000;6.100000;10.500000;10.900000;10.900000;mq;mq;mq;mq;8;mq;1140;mq;9;mq;mq;mq;mq;mq;mq;mq;
07481;20191201030000;101320;-130;6;350;1.700000;279.450000;279.150000;98;2400;63;6;6;100;3;1250;35;22;mq;98410;mq;mq;-840;mq;mq;mq;mq;mq;mq;mq;3.100000;5.400000;-10;2;0.000000;0.000000;-30;2.800000;4.600000;4.600000;4.600000;4.600000;mq;mq;mq;mq;3;6;1070;8;5;1300;mq;mq;mq;mq;mq;mq;
07510;20191201030000;101140;-120;7;200;3.300000;281.050000;280.450000;96;23060;0;mq;mq;mq;0;mq;mq;mq;mq;100550;mq;mq;-710;mq;mq;mq;mq;279.250000;mq;mq;4.600000;5.000000;-10;2;0.000000;mq;mq;0.000000;-0.100000;0.600000;2.800000;15.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20191201030000;101270;-140;6;170;2.500000;280.650000;279.750000;94;20000;0;mq;mq;100;2;1250;mq;mq;mq;98130;mq;mq;-710;mq;mq;mq;mq;280.350000;mq;mq;4.000000;4.000000;-10;2;0.000000;mq;mq;0.000000;0.200000;0.800000;4.200000;5.600000;mq;mq;mq;mq;2;mq;1020;3;mq;1620;8;mq;1980;mq;mq;mq;
07558;20191201030000;101280;-100;8;130;1.500000;278.250000;278.150000;99;330;45;mq;mq;mq;mq;mq;mq;mq;mq;92890;mq;mq;-720;mq;mq;mq;mq;278.850000;mq;mq;2.300000;3.200000;-10;mq;0.000000;mq;mq;0.200000;2.900000;6.500000;6.500000;6.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20191201030000;101110;-270;6;350;2.700000;282.750000;281.850000;94;3650;65;mq;mq;mq;mq;mq;mq;mq;mq;100220;mq;mq;-920;mq;mq;mq;mq;281.350000;mq;mq;4.100000;4.100000;-10;2;0.000000;mq;mq;8.300000;11.500000;12.900000;12.900000;12.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20191201030000;mq;-150;8;360;6.900000;279.750000;271.050000;54;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91470;mq;782;-330;mq;mq;mq;mq;276.850000;mq;mq;12.000000;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20191201030000;101240;-100;7;80;1.600000;276.150000;276.050000;99;270;45;mq;mq;101;9;30;mq;mq;mq;100510;mq;mq;-580;mq;mq;mq;mq;279.050000;mq;mq;2.200000;2.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;8.700000;9.700000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20191201030000;101310;-130;8;160;2.600000;277.350000;276.950000;97;60000;0;mq;mq;mq;0;mq;mq;mq;mq;96900;mq;mq;-560;mq;mq;mq;mq;277.950000;mq;mq;3.700000;3.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.200000;11.300000;11.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20191201030000;101330;-90;6;310;1.200000;279.550000;277.350000;86;20000;0;mq;mq;90;7;2250;mq;mq;mq;96360;mq;mq;-620;mq;mq;mq;mq;280.250000;mq;mq;2.700000;4.400000;-10;1;0.000000;mq;mq;0.000000;-0.100000;2.600000;9.500000;9.500000;mq;mq;mq;mq;2;mq;2100;4;mq;3240;7;mq;4020;mq;mq;mq;
07630;20191201030000;101270;-220;6;170;0.600000;280.950000;280.350000;96;14060;0;mq;mq;100;8;1750;mq;mq;mq;99450;mq;mq;-710;mq;mq;mq;mq;279.050000;mq;mq;1.000000;3.600000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.400000;2.200000;2.200000;mq;mq;mq;mq;2;mq;1800;7;mq;5400;8;mq;6480;mq;mq;mq;
07643;20191201030000;101220;-20;5;270;5.300000;284.050000;283.150000;94;11640;0;mq;mq;100;8;250;mq;mq;mq;101120;mq;mq;-810;mq;mq;mq;mq;283.050000;mq;mq;7.400000;7.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;2.800000;2.800000;mq;mq;mq;mq;6;mq;270;6;mq;600;8;mq;960;mq;mq;mq;
07650;20191201030000;101310;-190;8;110;5.600000;287.350000;286.050000;92;2720;61;mq;mq;100;8;450;mq;mq;mq;100930;mq;mq;-570;mq;mq;mq;mq;283.250000;mq;mq;8.600000;9.900000;-10;mq;0.000000;mq;mq;2.000000;3.200000;3.800000;3.800000;3.800000;mq;mq;mq;mq;7;mq;420;8;mq;600;mq;8;mq;mq;mq;mq;
07661;20191201030000;101500;-210;8;210;7.200000;287.650000;287.450000;99;15000;25;2;2;100;8;800;34;mq;mq;99860;mq;mq;-220;mq;mq;mq;mq;mq;mq;mq;11.900000;12.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20191201030000;101790;-140;8;330;4.200000;284.550000;277.750000;63;20000;61;6;6;100;8;mq;35;mq;mq;101470;mq;mq;270;mq;mq;mq;mq;281.850000;mq;mq;5.300000;5.500000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;6;700;8;6;2000;mq;mq;mq;mq;mq;mq;
07747;20191201030000;101300;-40;8;240;2.700000;284.150000;280.250000;77;33380;61;mq;mq;100;8;1750;mq;mq;mq;100770;mq;mq;-730;mq;mq;mq;mq;284.150000;mq;mq;3.800000;6.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1560;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20191201030000;101880;-110;8;30;4.000000;280.850000;277.650000;80;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101770;mq;mq;130;mq;mq;mq;mq;278.950000;mq;mq;6.100000;6.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20191201030000;101880;-110;8;200;2.900000;283.250000;279.050000;75;60000;0;mq;mq;90;7;3420;mq;mq;mq;101730;mq;mq;360;mq;mq;mq;mq;282.650000;mq;mq;3.700000;5.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;3420;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20191201030000;101210;70;3;110;2.000000;298.850000;296.850000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;0;mq;296.950000;mq;305.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;1.200000;8.700000;13.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20191201030000;101350;100;3;140;1.400000;296.850000;296.550000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;80;mq;295.250000;mq;303.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20191201030000;101360;80;3;100;8.100000;301.350000;296.050000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;-80;mq;299.850000;mq;305.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20191201030000;101730;130;3;130;7.500000;298.450000;291.650000;66;19760;0;mq;mq;mq;5;1250;mq;mq;mq;101580;mq;mq;140;mq;mq;mq;mq;mq;mq;mq;10.200000;11.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;1170;5;mq;1440;mq;mq;mq;mq;mq;mq;
61996;20191201030000;101400;100;2;210;4.700000;286.550000;280.750000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;530;mq;283.350000;mq;289.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20191201030000;99440;370;8;20;2.200000;278.650000;277.750000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97690;mq;mq;-1560;mq;275.450000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.200000;12.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20191201030000;101390;50;1;340;2.100000;277.850000;270.550000;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;1880;mq;mq;mq;mq;mq;mq;mq;mq;5.700000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20191201030000;98090;440;3;310;9.900000;275.450000;274.550000;94;14180;61;mq;mq;100;8;450;mq;mq;mq;98010;mq;mq;620;mq;mq;mq;mq;276.350000;mq;mq;15.600000;16.000000;-10;mq;mq;mq;mq;-0.100000;0.400000;1.800000;4.600000;4.600000;mq;mq;mq;mq;7;mq;330;8;mq;480;mq;mq;mq;mq;mq;mq;
78890;20191201030000;101340;80;1;140;1.300000;299.850000;295.050000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;240;mq;299.050000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20191201030000;101360;100;1;100;1.300000;298.950000;295.450000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;280;mq;295.950000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20191201030000;101370;90;1;0;0.000000;296.250000;295.050000;93;14840;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;220;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20191201030000;101340;50;0;140;3.400000;300.350000;295.550000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;180;mq;297.650000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20191201030000;101330;70;0;160;1.600000;296.550000;295.750000;95;36630;0;mq;mq;mq;0;mq;mq;mq;mq;101240;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;2.600000;2.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20191201030000;101200;60;1;190;0.500000;296.650000;296.650000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;160;mq;295.550000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;9.800000;9.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20191201030000;101220;0;5;80;0.500000;297.350000;296.350000;94;15420;0;mq;mq;mq;0;mq;mq;mq;mq;101130;mq;mq;140;mq;mq;mq;mq;298.250000;mq;mq;0.800000;0.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20191201030000;101200;20;1;0;0.000000;297.350000;296.450000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;150;mq;295.450000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20191201030000;101250;160;1;80;1.200000;297.950000;296.050000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100030;mq;mq;170;mq;296.350000;mq;307.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20191201030000;99470;40;3;90;16.500000;272.550000;264.850000;52;25000;2;1;1;90;4;1250;35;21;60;98940;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;26.200000;30.400000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;6;990;4;4;2400;mq;mq;mq;mq;mq;mq;
07005;20191201060000;101620;0;0;50;5.200000;275.950000;273.050000;81;19830;0;mq;mq;mq;mq;mq;mq;mq;mq;100720;mq;mq;-620;275.950000;mq;277.150000;mq;274.850000;mq;mq;7.500000;8.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191201060000;101740;-80;5;30;4.900000;275.350000;273.050000;85;11520;0;mq;mq;100;8;5040;mq;mq;mq;101150;mq;mq;-550;275.350000;mq;277.550000;mq;274.150000;mq;mq;6.900000;7.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;5040;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20191201060000;101510;100;3;60;12.500000;282.250000;276.850000;69;12000;2;2;mq;100;8;800;35;mq;mq;101400;mq;mq;-170;281.550000;mq;282.350000;mq;mq;mq;mq;17.200000;18.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20191201060000;101450;40;3;70;4.300000;276.650000;275.450000;92;8590;61;mq;mq;100;6;1250;mq;mq;mq;100620;mq;mq;-460;276.650000;mq;279.550000;mq;276.450000;mq;mq;7.200000;7.400000;-10;1;0.000000;mq;mq;1.000000;4.000000;5.800000;5.800000;5.800000;mq;mq;mq;mq;6;mq;1350;8;mq;1620;mq;8;mq;mq;mq;mq;
07037;20191201060000;101500;20;3;50;5.100000;275.550000;273.750000;88;17620;61;mq;mq;100;2;1250;mq;mq;mq;99610;mq;mq;-630;275.550000;mq;277.350000;mq;276.850000;mq;mq;7.400000;9.300000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;2;mq;1290;8;mq;1620;mq;8;mq;mq;mq;mq;
07072;20191201060000;101430;-50;5;80;3.300000;275.950000;273.650000;85;16590;61;mq;mq;100;1;800;mq;mq;mq;100250;mq;mq;-890;274.750000;mq;276.450000;mq;273.450000;mq;mq;4.400000;4.900000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;660;6;mq;1860;8;mq;2460;mq;mq;mq;
07110;20191201060000;101480;130;3;30;4.500000;280.050000;278.550000;90;32980;0;mq;mq;100;6;800;mq;mq;mq;100280;mq;mq;350;279.750000;mq;281.950000;mq;281.150000;mq;mq;7.500000;8.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;13.700000;mq;mq;mq;mq;1;mq;600;6;mq;1050;8;mq;2760;mq;mq;mq;
07117;20191201060000;101400;70;3;60;11.100000;281.750000;277.950000;77;8000;0;2;mq;90;7;800;34;mq;mq;100690;mq;mq;90;280.550000;mq;281.850000;mq;mq;mq;mq;14.700000;15.900000;-10;2;mq;mq;mq;0.000000;0.000000;0.600000;3.400000;6.400000;mq;mq;mq;mq;7;8;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20191201060000;101210;50;3;10;4.200000;277.950000;277.050000;94;8650;0;mq;mq;100;8;250;mq;mq;mq;100750;mq;mq;-360;277.950000;mq;281.050000;mq;279.350000;mq;mq;6.200000;7.100000;-10;2;0.000000;mq;mq;0.000000;0.000000;-0.100000;5.000000;11.500000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20191201060000;101280;30;3;30;4.300000;276.750000;276.050000;95;5210;61;mq;mq;100;8;150;mq;mq;mq;99490;mq;mq;-660;276.750000;mq;279.550000;mq;280.050000;mq;mq;6.400000;6.500000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;0.200000;0.200000;0.400000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20191201060000;101350;-30;6;40;4.600000;276.650000;275.650000;93;18000;61;6;6;100;7;250;35;mq;mq;100230;mq;mq;-810;276.650000;mq;278.850000;mq;mq;mq;mq;7.700000;7.700000;-10;2;0.000000;0.000000;-60;0.200000;0.600000;1.000000;1.000000;1.000000;mq;mq;mq;mq;2;7;290;7;6;480;mq;mq;mq;mq;mq;mq;
07168;20191201060000;101270;-70;6;70;2.300000;276.850000;276.450000;97;9820;61;mq;mq;100;8;450;mq;mq;mq;99810;mq;mq;-1000;276.550000;mq;277.450000;mq;275.950000;mq;mq;4.000000;5.100000;-10;2;0.000000;mq;mq;0.200000;0.200000;2.800000;2.800000;3.000000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20191201060000;101520;-40;5;60;0.500000;273.950000;273.050000;94;5000;61;mq;mq;100;8;800;mq;mq;mq;97300;mq;mq;-850;273.950000;mq;275.850000;mq;273.550000;mq;mq;1.300000;3.000000;-10;mq;mq;mq;mq;2.000000;4.000000;4.000000;4.000000;4.000000;mq;mq;mq;mq;4;mq;720;8;mq;930;mq;8;mq;mq;mq;mq;
07190;20191201060000;101630;-210;5;310;2.700000;274.450000;273.150000;91;12400;61;mq;mq;100;8;1750;mq;mq;mq;99750;mq;mq;-780;273.350000;mq;275.850000;mq;271.550000;mq;mq;3.800000;4.200000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;1740;7;mq;2100;8;mq;2580;mq;8;mq;
07207;20191201060000;101220;70;3;360;5.000000;279.650000;277.950000;89;8000;16;2;mq;100;8;450;36;mq;mq;100690;mq;mq;-120;279.650000;mq;283.550000;mq;mq;mq;mq;8.100000;8.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;31.100000;mq;mq;mq;mq;8;7;400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20191201060000;101040;10;3;330;0.700000;279.750000;279.750000;100;4860;10;mq;mq;100;8;80;mq;mq;mq;100720;mq;mq;-440;279.550000;mq;281.150000;mq;281.350000;mq;mq;1.700000;4.800000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.200000;0.600000;11.500000;mq;mq;mq;mq;7;mq;90;8;mq;240;mq;mq;mq;mq;mq;mq;
07240;20191201060000;101120;40;3;80;2.900000;280.450000;280.450000;100;2080;10;mq;mq;100;8;80;mq;mq;mq;99760;mq;mq;-710;280.050000;mq;281.150000;mq;279.950000;mq;mq;3.800000;4.000000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;3.000000;3.000000;mq;mq;mq;mq;8;mq;60;mq;8;mq;mq;mq;mq;mq;mq;mq;
07255;20191201060000;101200;40;3;160;0.600000;280.350000;280.250000;99;4080;10;mq;mq;mq;mq;mq;mq;mq;mq;99190;mq;mq;-820;279.550000;mq;280.350000;mq;279.550000;mq;mq;1.000000;1.400000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;2.100000;6.100000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191201060000;101360;-20;5;10;1.000000;277.350000;277.050000;98;3690;61;mq;mq;100;8;150;mq;mq;mq;98580;mq;mq;-860;277.250000;mq;278.750000;mq;279.650000;mq;mq;1.300000;2.000000;-10;1;0.000000;mq;mq;0.800000;5.100000;8.300000;9.500000;9.500000;mq;mq;mq;mq;2;mq;150;8;mq;570;mq;8;mq;mq;mq;mq;
07299;20191201060000;101600;-130;5;320;3.200000;275.050000;273.250000;88;18000;3;2;2;100;1;mq;35;27;mq;98230;mq;mq;-770;273.450000;mq;276.650000;mq;275.750000;mq;mq;4.500000;4.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;450;8;3;3100;mq;mq;mq;mq;mq;mq;
07314;20191201060000;101020;-20;5;120;1.400000;282.750000;280.050000;83;15000;1;2;mq;60;5;800;38;mq;mq;100740;mq;mq;-440;282.750000;mq;286.650000;mq;mq;mq;mq;2.600000;4.900000;-10;2;mq;mq;mq;0.000000;1.200000;1.200000;4.500000;12.000000;mq;mq;mq;mq;5;6;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20191201060000;101090;10;3;180;4.100000;281.550000;281.150000;97;35180;0;mq;mq;100;8;150;mq;mq;mq;99640;mq;mq;-680;280.350000;mq;281.650000;mq;278.050000;mq;mq;6.300000;7.000000;-10;mq;mq;mq;mq;0.000000;-0.100000;0.200000;0.800000;11.700000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20191201060000;101210;0;5;170;2.900000;279.750000;279.650000;99;16640;0;mq;mq;mq;mq;mq;mq;mq;mq;96390;mq;mq;-620;279.750000;mq;280.550000;mq;280.250000;mq;mq;4.900000;4.900000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.200000;4.800000;15.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20191201060000;101250;30;3;50;1.400000;280.550000;279.950000;96;33970;0;mq;mq;100;6;150;mq;mq;mq;97340;mq;mq;-750;279.750000;mq;281.150000;mq;280.350000;mq;mq;3.500000;4.100000;-10;2;0.000000;mq;mq;-0.100000;1.600000;8.300000;12.300000;12.500000;mq;mq;mq;mq;1;mq;180;3;mq;1020;6;mq;1260;mq;mq;mq;
07471;20191201060000;mq;0;5;0;0.000000;277.250000;276.850000;97;20000;61;mq;mq;100;7;1250;mq;mq;mq;91550;mq;749;-730;276.750000;mq;280.250000;mq;277.450000;mq;mq;0.600000;3.100000;-10;2;0.000000;mq;mq;1.400000;5.000000;11.100000;15.700000;15.900000;mq;mq;mq;mq;1;mq;1050;7;mq;1350;7;mq;2160;mq;9;mq;
